,Static (M),Dynamic Allocation,Static (M),Static (M),Static (M),Static (M),Static (M)
2023-06-12 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-06-12 13:09:40.203909,-0.001487241528285,,,,,,
2023-06-12 15:34:40.112396,,,,-0.0144524245441917,,,
2023-06-13 04:00:00.000000,,,-0.0033129465831686,,-0.0033129465831687,-0.0033129465831686,-0.0033129465831686
2023-06-13 13:09:40.203909,0.0,,,,,,
2023-06-13 15:34:40.112396,,,,-0.0260653199099611,,,
2023-06-14 04:00:00.000000,,,-0.002527258555621,,-0.002527258555621,-0.002527258555621,-0.002527258555621
2023-06-14 13:09:40.203909,-1.2044657638154987e-05,,,,,,
2023-06-14 15:34:40.112396,,,,-0.0192885887374608,,,
2023-06-15 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-06-15 13:09:40.203909,0.0,,,,,,
2023-06-15 15:34:40.112396,,,,-0.0175440335684842,,,
2023-06-16 04:00:00.000000,,,-0.004731437856385,,-0.0047314378563849,-0.004731437856385,-0.004731437856385
2023-06-16 13:09:40.203909,0.0,,,,,,
2023-06-16 15:34:40.112396,,,,-0.0219980474367703,,,
2023-06-19 04:00:00.000000,,,-0.004731437856385,,,-0.004731437856385,-0.004731437856385
2023-06-19 13:09:40.203909,0.0,,,,,,
2023-06-19 15:34:40.112396,,,,-0.030834894558442,,,
2023-06-20 04:00:00.000000,,,-0.0088665562478628,,,-0.0088665562478628,-0.0088665562478628
2023-06-20 13:09:40.203909,0.0,,,,,,
2023-06-20 15:34:40.112396,,,,-0.0369248952635441,,,
2023-06-21 04:00:00.000000,,,-0.0127602009049414,,-0.0086413272297863,-0.0127602009049414,-0.0127602009049416
2023-06-21 13:09:40.203909,0.0,,,,,,
2023-06-21 15:34:40.112396,,,,-0.0263903232554763,,,
2023-06-22 04:00:00.000000,,,-0.0055165447734826,,-0.0013674497634714,-0.0055165447734826,-0.0055165447734828
2023-06-22 13:09:40.203909,0.0,,,,,,
2023-06-22 15:34:40.112396,,,,-0.0311079324899585,,,
2023-06-23 04:00:00.000000,,,-0.0064635984579891,,-0.0023184546607366,-0.0064635984579891,-0.0064635984579893
2023-06-23 13:09:40.203909,0.0,,,,,,
2023-06-23 15:34:40.112396,,,,-0.0331933527882783,,,
2023-06-26 04:00:00.000000,,,-0.010847866047758,,-0.0067210138999882,-0.010847866047758,-0.0108478660477582
2023-06-26 13:09:40.203909,0.0,,,,,,
2023-06-26 15:34:40.112396,,,,-0.0326662167454709,,,
2023-06-27 04:00:00.000000,,,-0.0051751737918791,,-0.0010246545443617,-0.0051751737918791,-0.0051751737918792
2023-06-27 13:09:40.203909,0.0,,,,,,
2023-06-27 15:34:40.112396,,,,-0.0273326518608874,,,
2023-06-28 04:00:00.000000,,,-0.004479730114951,,-0.0003263093994656,-0.004479730114951,-0.004479730114951
2023-06-28 13:09:40.203909,0.0,,,,,,
2023-06-28 15:34:40.112396,,,,-0.0187611779147973,,,
2023-06-29 04:00:00.000000,,,-0.0033698621566216,,0.0,-0.0033698621566216,-0.0033698621566216
2023-06-29 13:09:40.203909,0.0,,,,,,
2023-06-29 15:34:40.112396,,,,-0.0269316138056209,,,
2023-06-30 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-06-30 13:09:40.203909,0.0,,,,,,
2023-06-30 15:34:40.112396,,,,-0.0302411581400118,,,
2023-07-03 04:00:00.000000,,,-0.0016754549376061,,-0.0016754549376061,-0.0016754549376061,-0.0016754549376061
2023-07-03 13:09:40.203909,0.0,,,,,,
2023-07-03 15:34:40.112396,,,,-0.0185066708905147,,,
2023-07-04 04:00:00.000000,,,-0.0016754549376061,,,-0.0016754549376061,-0.0016754549376061
2023-07-04 13:09:40.203909,0.0,,,,,,
2023-07-04 15:34:40.112396,,,,-0.0155566323777455,,,
2023-07-05 04:00:00.000000,,,-0.005874004586144,,,-0.005874004586144,-0.0058740045861441
2023-07-05 13:09:40.203909,0.0,,,,,,
2023-07-05 15:34:40.112396,,,,-0.024614590539306,,,
2023-07-06 04:00:00.000000,,,-0.0096738793713027,,-0.0054913779530868,-0.0096738793713027,-0.0096738793713027
2023-07-06 13:09:40.203909,0.0,,,,,,
2023-07-06 15:34:40.112396,,,,-0.0201402381327338,,,
2023-07-07 04:00:00.000000,,,-0.0059694177430399,,-0.0017712710583901,-0.0059694177430399,-0.0059694177430401
2023-07-07 13:09:40.203909,0.0,,,,,,
2023-07-07 15:34:40.112396,,,,-0.0112536495103099,,,
2023-07-10 04:00:00.000000,,,-0.0121772422531504,,-0.0080053134317649,-0.0121772422531504,-0.0121772422531508
2023-07-10 13:09:40.203909,-0.0021563838501007,,,,,,
2023-07-10 15:34:40.112396,,,,-0.0172587099020418,,,
2023-07-11 04:00:00.000000,,,-0.0081897374023555,,-0.0040009679217706,-0.0081897374023555,-0.0081897374023558
2023-07-11 13:09:40.203909,0.0,,,,,,
2023-07-11 15:34:40.112396,,,,0.0,,,
2023-07-12 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-07-12 13:09:40.203909,0.0,,,,,,
2023-07-12 15:34:40.112396,,,,0.0,,,
2023-07-13 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-07-13 13:09:40.203909,0.0,,,,,,
2023-07-13 15:34:40.112396,,,,0.0,,,
2023-07-14 04:00:00.000000,,,-0.0002065513036155,,-0.0002065513036154,-0.0002065513036155,-0.0002065513036155
2023-07-14 13:09:40.203909,0.0,,,,,,
2023-07-14 15:34:40.112396,,,,-0.0128557703467852,,,
2023-07-17 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-07-17 13:09:40.203909,-0.0076967242309483,,,,,,
2023-07-17 15:34:40.112396,,,,-0.0126598394250522,,,
2023-07-18 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-07-18 13:09:40.203909,-0.0220451562591553,,,,,,
2023-07-18 15:34:40.112396,,,,-0.0244674517924874,,,
2023-07-19 04:00:00.000000,,,0.0,,0.0,0.0,0.0
2023-07-19 13:09:40.203909,-0.0220325030901967,,,,,,
2023-07-19 15:34:40.112396,,,,-0.0133402224697732,,,
2023-07-20 04:00:00.000000,,,-0.0113654322813886,,-0.0113654322813885,-0.0113654322813886,-0.0113654322813886
2023-07-20 13:09:40.203909,-0.0185765840201805,,,,,,
2023-07-20 15:34:40.112396,,,,-0.0238294626759928,,,
2023-07-21 04:00:00.000000,,,-0.0151737244348233,,-0.0151737244348231,-0.0151737244348233,-0.0151737244348232
2023-07-21 13:09:40.203909,-0.0189343897911495,,,,,,
2023-07-21 15:34:40.112396,,,,-0.0210854991597189,,,
2023-07-24 04:00:00.000000,,,-0.0157260154895021,,-0.0157260154895017,-0.0157260154895021,-0.0157260154895017
2023-07-24 13:09:40.203909,-0.0241576532716869,,,,,,
2023-07-24 15:34:40.112396,,,,-0.0158100136677318,,,
2023-07-25 04:00:00.000000,,,-0.0120632807622348,,-0.0120632807622343,-0.0120632807622348,-0.0120632807622343
2023-07-25 13:09:40.203909,-0.0226018580494884,,,,,,
2023-07-25 15:34:40.112396,,,,-0.0060499320723821,,,
2023-07-26 04:00:00.000000,,,-0.0093054277518001,,-0.0093054277517999,-0.0093054277518001,-0.0093054277517998
2023-07-26 13:09:40.203909,-0.02672835454338,,,,,,
2023-07-26 15:34:40.112396,,,,-0.0004863265262359,,,
2023-07-27 04:00:00.000000,,,-0.0189087153530745,,-0.0189087153530743,-0.0189087153530745,-0.0189087153530744
2023-07-27 13:09:40.203909,-0.0338442264813365,,,,,,
2023-07-27 15:34:40.112396,,,,-0.0122900878386823,,,
2023-07-28 04:00:00.000000,,,-0.0057678669094417,,-0.0057678669094414,-0.0057678669094417,-0.0057678669094415
2023-07-28 13:09:40.203909,-0.0428402064090722,,,,,,
2023-07-28 15:34:40.112396,,,,-0.0160791234809607,,,
2023-07-31 04:00:00.000000,,,-0.0012234999075527,,-0.0012234999075525,-0.0012234999075527,-0.0012234999075526
2023-07-31 13:09:40.203909,-0.0478334135234617,,,,,,
2023-07-31 15:34:40.112396,,,,-0.0184328531252288,,,
2023-08-01 04:00:00.000000,,,-0.0099639921079492,,-0.009963992107949,-0.0099639921079492,-0.0099639921079491
2023-08-01 13:09:40.203909,-0.0495444248387213,,,,,,
2023-08-01 15:34:40.112396,,,,-0.0160708066023813,,,
2023-08-02 04:00:00.000000,,,-0.022252791559558,,-0.0222527915595578,-0.022252791559558,-0.0222527915595578
2023-08-02 13:09:40.203909,-0.0651637356403846,,,,,,
2023-08-02 15:34:40.112396,,,,-0.0203972288981105,,,
2023-08-03 04:00:00.000000,,,-0.0234289833579,,-0.0234289833578995,-0.0234289833579,-0.0234289833578995
2023-08-03 13:09:40.203909,-0.0653940156284058,,,,,,
2023-08-03 15:34:40.112396,,,,-0.0218111840225051,,,
2023-08-04 04:00:00.000000,,,-0.0238672806168979,,-0.0238672806168974,-0.0238672806168979,-0.0238672806168975
2023-08-04 13:09:40.203909,-0.0491299016370474,,,,,,
2023-08-04 15:34:40.112396,,,,-0.0133117040814702,,,
2023-08-07 04:00:00.000000,,,-0.026382110036348,,-0.0263821100363479,-0.026382110036348,-0.0263821100363479
2023-08-07 13:09:40.203909,-0.0443810897945821,,,,,,
2023-08-07 15:34:40.112396,,,,-0.0078624053447892,,,
2023-08-08 04:00:00.000000,,,-0.0307716687800716,,-0.0307716687800715,-0.0307716687800716,-0.0307716687800714
2023-08-08 13:09:40.203909,-0.0299019984160323,,,,,,
2023-08-08 15:34:40.112396,,,,-0.006859098953503,,,
2023-08-09 04:00:00.000000,,,-0.039057449951975,,-0.0390574499519748,-0.039057449951975,-0.0390574499519746
2023-08-09 13:09:40.203909,-0.0281088321521417,,,,,,
2023-08-09 15:34:40.112396,,,,-0.0064657805262535,,,
2023-08-10 04:00:00.000000,,,-0.0390783000828253,,-0.039078300082825,-0.0390783000828253,-0.0390783000828249
2023-08-10 13:09:40.203909,-0.0342221896776259,,,,,,
2023-08-10 15:34:40.112396,,,,-0.0132336174380034,,,
2023-08-11 04:00:00.000000,,,-0.0391641634516678,,-0.0391641634516674,-0.0391641634516678,-0.0391641634516672
2023-08-11 13:09:40.203909,-0.0280914550977079,,,,,,
2023-08-11 15:34:40.112396,,,,-0.0048625583124269,,,
2023-08-14 04:00:00.000000,,,-0.0347719009975684,,-0.0347719009975679,-0.0347719009975684,-0.0347719009975678
2023-08-14 13:09:40.203909,-0.0375925553107721,,,,,,
2023-08-14 15:34:40.112396,,,,0.0,,,
2023-08-15 04:00:00.000000,,,-0.0446946295158703,,-0.0446946295158698,-0.0446946295158703,-0.0446946295158698
2023-08-15 13:09:40.203909,-0.0342971316442216,,,,,,
2023-08-15 15:34:40.112396,,,,0.0,,,
2023-08-16 04:00:00.000000,,,-0.0521503082356926,,-0.0521503082356923,-0.0521503082356926,-0.0521503082356922
2023-08-16 13:09:40.203909,-0.0330232223647415,,,,,,
2023-08-16 15:34:40.112396,,,,0.0,,,
2023-08-17 04:00:00.000000,,,-0.0591632101650668,,-0.0591632101650662,-0.0591632101650668,-0.0591632101650659
2023-08-17 13:09:40.203909,-0.0248222303417051,,,,,,
2023-08-17 15:34:40.112396,,,,0.0,,,
2023-08-18 04:00:00.000000,,,-0.059082566451618,,-0.0590825664516174,-0.059082566451618,-0.0590825664516171
2023-08-18 13:09:40.203909,-0.0095277891435193,,,,,,
2023-08-18 15:34:40.112396,,,,0.0,,,
2023-08-21 04:00:00.000000,,,-0.0536184275049872,,-0.0536184275049868,-0.0536184275049872,-0.0536184275049863
2023-08-21 13:09:40.203909,-0.0013597306480531,,,,,,
2023-08-21 15:34:40.112396,,,,0.0,,,
2023-08-22 04:00:00.000000,,,-0.0525681197845755,,-0.0525681197845749,-0.0525681197845755,-0.0525681197845746
2023-08-22 13:09:40.203909,0.0,,,,,,
2023-08-22 15:34:40.112396,,,,0.0,,,
2023-08-23 04:00:00.000000,,,-0.0397993650600707,,-0.0397993650600703,-0.0397993650600707,-0.0397993650600698
2023-08-23 13:09:40.203909,0.0,,,,,,
2023-08-23 15:34:40.112396,,,,-0.0110699572537287,,,
2023-08-24 04:00:00.000000,,,-0.0525236538517418,,-0.0525236538517411,-0.0525236538517418,-0.0525236538517409
2023-08-24 13:09:40.203909,0.0,,,,,,
2023-08-24 15:34:40.112396,,,,-0.0224248924583462,,,
2023-08-25 04:00:00.000000,,,-0.0476299067485816,,-0.047629906748581,-0.0476299067485816,-0.0476299067485808
2023-08-25 13:09:40.203909,0.0,,,,,,
2023-08-25 15:34:40.112396,,,,-0.0142194758511587,,,
2023-08-28 04:00:00.000000,,,-0.0437113625996383,,-0.0437113625996377,-0.0437113625996383,-0.0437113625996374
2023-08-28 13:09:40.203909,0.0,,,,,,
2023-08-28 15:34:40.112396,,,,-0.0127867670707243,,,
2023-08-29 04:00:00.000000,,,-0.0302654590473769,,-0.0302654590473763,-0.0302654590473769,-0.0302654590473759
2023-08-29 13:09:40.203909,-0.0006962532316011,,,,,,
2023-08-29 15:34:40.112396,,,,-0.0040655526008793,,,
2023-08-30 04:00:00.000000,,,-0.0233849586803998,,-0.0233849586803992,-0.0233849586803998,-0.0233849586803989
2023-08-30 13:09:40.203909,0.0,,,,,,
2023-08-30 15:34:40.112396,,,,-0.0043846171222625,,,
2023-08-31 04:00:00.000000,,,-0.020835143907793,,-0.0208351439077926,-0.020835143907793,-0.0208351439077921
2023-08-31 13:09:40.203909,0.0,,,,,,
2023-08-31 15:34:40.112396,,,,0.0,,,
2023-09-01 04:00:00.000000,,,-0.0175372053625908,,-0.0175372053625904,-0.0175372053625908,-0.0175372053625899
2023-09-01 13:09:40.203909,-0.0078344146838741,,,,,,
2023-09-01 15:34:40.112396,,,,0.0,,,
2023-09-04 04:00:00.000000,,,-0.0175372053625908,,,-0.0175372053625908,-0.0175372053625899
2023-09-04 13:09:40.203909,-0.0143249581342079,,,,,,
2023-09-04 15:34:40.112396,,,,0.0,,,
2023-09-05 04:00:00.000000,,,-0.0223700635270019,,,-0.0223700635270019,-0.0223700635270012
2023-09-05 13:09:40.203909,-0.0062299591038517,,,,,,
2023-09-05 15:34:40.112396,,,,0.0,,,
2023-09-06 04:00:00.000000,,,-0.038291260912814,,-0.0335371082850298,-0.038291260912814,-0.0382912609128132
2023-09-06 13:09:40.203909,0.0,,,,,,
2023-09-06 15:34:40.112396,,,,0.0,,,
2023-09-07 04:00:00.000000,,,-0.0445993076663209,,-0.0398763385100291,-0.0445993076663209,-0.04459930766632
2023-09-07 13:09:40.203909,-0.0011294404022889,,,,,,
2023-09-07 15:34:40.112396,,,,-8.622162023497193e-05,,,
2023-09-08 04:00:00.000000,,,-0.0428887388377756,,-0.03815731358146,-0.0428887388377756,-0.0428887388377745
2023-09-08 13:09:40.203909,0.0,,,,,,
2023-09-08 15:34:40.112396,,,,-0.0039750456530168,,,
2023-09-11 04:00:00.000000,,,-0.0339407685367447,,-0.0291651094965492,-0.0339407685367447,-0.0339407685367436
2023-09-11 13:09:40.203909,0.0,,,,,,
2023-09-11 15:34:40.112396,,,,-0.0114378253995957,,,
2023-09-12 04:00:00.000000,,,-0.0426729052766329,,-0.0379404130593443,-0.0426729052766329,-0.042672905276632
2023-09-12 13:09:40.203909,0.0,,,,,,
2023-09-12 15:34:40.112396,,,,-0.0067776312639854,,,
2023-09-13 04:00:00.000000,,,-0.0428224628518041,,-0.0380907099639094,-0.0428224628518041,-0.0428224628518034
2023-09-13 13:09:40.203909,0.0,,,,,,
2023-09-13 15:34:40.112396,,,,-0.0031185316238097,,,
2023-09-14 04:00:00.000000,,,-0.0387858343774735,,-0.0340341266455719,-0.0387858343774735,-0.0387858343774728
2023-09-14 13:09:40.203909,-0.0007988930149085,,,,,,
2023-09-14 15:34:40.112396,,,,0.0,,,
2023-09-15 04:00:00.000000,,,-0.0427107297485859,,-0.0379784245144302,-0.0427107297485859,-0.0427107297485851
2023-09-15 13:09:40.203909,-0.0051907375310101,,,,,,
2023-09-15 15:34:40.112396,,,,0.0,,,
2023-09-18 04:00:00.000000,,,-0.0355330067859365,,-0.0307652188852545,-0.0355330067859365,-0.0355330067859357
2023-09-18 13:09:40.203909,0.0,,,,,,
2023-09-18 15:34:40.112396,,,,-0.0051321191936782,,,
2023-09-19 04:00:00.000000,,,-0.0369660456276703,,-0.0322053418732566,-0.0369660456276703,-0.0369660456276697
2023-09-19 13:09:40.203909,0.0,,,,,,
2023-09-19 15:34:40.112396,,,,0.0,,,
2023-09-20 04:00:00.000000,,,-0.0459001460043452,,-0.0411836074686264,-0.0459001460043452,-0.0459001460043445
2023-09-20 13:09:40.203909,-0.0002640095680052,,,,,,
2023-09-20 15:34:40.112396,,,,0.0,,,
2023-09-21 04:00:00.000000,,,-0.0593348187984755,,-0.0546846938060382,-0.0593348187984755,-0.0593348187984748
2023-09-21 13:09:40.203909,0.0,,,,,,
2023-09-21 15:34:40.112396,,,,-0.0012410218836433,,,
2023-09-22 04:00:00.000000,,,-0.0574593575683353,,-0.0527999613396357,-0.0574593575683353,-0.0574593575683345
2023-09-22 13:09:40.203909,0.0,,,,,,
2023-09-22 15:34:40.112396,,,,-0.0047948847588222,,,
2023-09-25 04:00:00.000000,,,-0.0544771078258912,,-0.0498029690146681,-0.0544771078258912,-0.0544771078258908
2023-09-25 13:09:40.203909,0.0,,,,,,
2023-09-25 15:34:40.112396,,,,0.0,,,
2023-09-26 04:00:00.000000,,,-0.0719388403314212,,-0.0673510226048499,-0.0719388403314212,-0.0719388403314211
2023-09-26 13:09:40.203909,0.0,,,,,,
2023-09-26 15:34:40.112396,,,,0.0,,,
2023-09-27 04:00:00.000000,,,-0.0792524583320807,,-0.0747007950614514,-0.0792524583320807,-0.0792524583320806
2023-09-27 13:09:40.203909,0.0,,,,,,
2023-09-27 15:34:40.112396,,,,-0.0044330955910576,,,
2023-09-28 04:00:00.000000,,,-0.0799751229995606,,-0.0754270321807436,-0.0799751229995606,-0.0799751229995603
2023-09-28 13:09:40.203909,-0.0010689912353171,,,,,,
2023-09-28 15:34:40.112396,,,,0.0,,,
2023-09-29 04:00:00.000000,,,-0.0831197223900062,,-0.0785871767199934,-0.0831197223900062,-0.083119722390006
2023-09-29 13:09:40.203909,0.0,,,,,,
2023-09-29 15:34:40.112396,,,,-0.0053934617101389,,,
2023-10-02 04:00:00.000000,,,-0.0807792823937332,,-0.0762351668912895,-0.0807792823937332,-0.0807792823937328
2023-10-02 13:09:40.203909,0.0,,,,,,
2023-10-02 15:34:40.112396,,,,0.0,,,
2023-10-03 04:00:00.000000,,,-0.0904431801371035,,-0.0859468375652613,-0.0904431801371035,-0.0904431801371031
2023-10-03 13:09:40.203909,0.0,,,,,,
2023-10-03 15:34:40.112396,,,,0.0,,,
2023-10-04 04:00:00.000000,,,-0.0852866423898446,,-0.0807648087659979,-0.0852866423898446,-0.0852866423898444
2023-10-04 13:09:40.203909,-0.008202123082412,,,,,,
2023-10-04 15:34:40.112396,,,,-0.0088466214435081,,,
2023-10-05 04:00:00.000000,,,-0.0853413012640648,,-0.0808197378432641,-0.0853413012640648,-0.0853413012640647
2023-10-05 13:09:40.203909,-0.0121641960221867,,,,,,
2023-10-05 15:34:40.112396,,,,-0.0082696584221964,,,
2023-10-06 04:00:00.000000,,,-0.0754293990583457,,-0.0708588367109446,-0.0754293990583457,-0.0754293990583456
2023-10-06 13:09:40.203909,-0.0155075769507636,,,,,,
2023-10-06 15:34:40.112396,,,,-0.0182344021152309,,,
2023-10-09 04:00:00.000000,,,-0.0653550005240714,,-0.0607346359586821,-0.0653550005240714,-0.0653550005240712
2023-10-09 13:09:40.203909,-0.0191938373713596,,,,,,
2023-10-09 15:34:40.112396,,,,-0.008522217211771,,,
2023-10-10 04:00:00.000000,,,-0.0651707446431325,,-0.0605494692192419,-0.0651707446431325,-0.0651707446431322
2023-10-10 13:09:40.203909,-0.0168771848880595,,,,,,
2023-10-10 15:34:40.112396,,,,-0.0098589667453308,,,
2023-10-11 04:00:00.000000,,,-0.0567430825550357,,-0.0520801454614174,-0.0567430825550357,-0.0567430825550355
2023-10-11 13:09:40.203909,-0.0117475464528671,,,,,,
2023-10-11 15:34:40.112396,,,,-0.0232210351978248,,,
2023-10-12 04:00:00.000000,,,-0.0559904000416848,,-0.0513237421047347,-0.0559904000416848,-0.0559904000416845
2023-10-12 13:09:40.203909,-0.0132928808428673,,,,,,
2023-10-12 15:34:40.112396,,,,-0.0235481666781292,,,
2023-10-13 04:00:00.000000,,,-0.048127045634053,,-0.0434215156504004,-0.048127045634053,-0.0481270456340529
2023-10-13 13:09:40.203909,-0.0170912951795005,,,,,,
2023-10-13 15:34:40.112396,,,,-0.0327371629659565,,,
2023-10-16 04:00:00.000000,,,-0.0471413071573083,,-0.0424309042313821,-0.0471413071573083,-0.0471413071573081
2023-10-16 13:09:40.203909,-0.0327263671889633,,,,,,
2023-10-16 15:34:40.112396,,,,-0.0207244425408436,,,
2023-10-17 04:00:00.000000,,,-0.0505056850000424,,-0.0458119136852392,-0.0505056850000424,-0.0505056850000424
2023-10-17 13:09:40.203909,-0.0422318211395413,,,,,,
2023-10-17 15:34:40.112396,,,,-0.0118518267107972,,,
2023-10-18 04:00:00.000000,,,-0.0514975987424638,,-0.0468087308970097,-0.0514975987424638,-0.0514975987424636
2023-10-18 13:09:40.203909,-0.0333558942275356,,,,,,
2023-10-18 15:34:40.112396,,,,-0.0122398197673889,,,
2023-10-19 04:00:00.000000,,,-0.0469218122083422,,-0.0422103242215803,-0.0469218122083422,-0.0469218122083423
2023-10-19 13:09:40.203909,-0.0255784832088664,,,,,,
2023-10-19 15:34:40.112396,,,,-0.0183063128810203,,,
2023-10-20 04:00:00.000000,,,-0.0551710483304772,,-0.0505003399747958,-0.0551710483304772,-0.055171048330477
2023-10-20 13:09:40.203909,-0.0166641649973682,,,,,,
2023-10-20 15:34:40.112396,,,,-0.0182624916514593,,,
2023-10-23 04:00:00.000000,,,-0.0556844627924248,,-0.0510162924720283,-0.0556844627924248,-0.0556844627924247
2023-10-23 13:09:40.203909,-0.0175199199647665,,,,,,
2023-10-23 15:34:40.112396,,,,-0.0296751556812799,,,
2023-10-24 04:00:00.000000,,,-0.0524929011148176,,-0.0478089534902129,-0.0524929011148176,-0.0524929011148177
2023-10-24 13:09:40.203909,-0.0186005500721139,,,,,,
2023-10-24 15:34:40.112396,,,,-0.0450376788402382,,,
2023-10-25 04:00:00.000000,,,-0.0636806916948667,,-0.059052050278705,-0.0636806916948667,-0.0636806916948667
2023-10-25 13:09:40.203909,-0.0183565638935252,,,,,,
2023-10-25 15:34:40.112396,,,,-0.0446612669702797,,,
2023-10-26 04:00:00.000000,,,-0.0722165167082811,,-0.0676300716591361,-0.0722165167082811,-0.0722165167082811
2023-10-26 13:09:40.203909,-0.0215915314298595,,,,,,
2023-10-26 15:34:40.112396,,,,-0.0492972463404901,,,
2023-10-27 04:00:00.000000,,,-0.0575465442093892,,-0.0528875789829071,-0.0575465442093892,-0.0575465442093892
2023-10-27 13:09:40.203909,-0.0079308186533176,,,,,,
2023-10-27 15:34:40.112396,,,,-0.0563785580347695,,,
2023-10-30 04:00:00.000000,,,-0.0496593096042351,,-0.0449613542806477,-0.0496593096042351,-0.0496593096042349
2023-10-30 13:09:40.203909,-0.0100708448356551,,,,,,
2023-10-30 15:34:40.112396,,,,-0.049533364340015,,,
2023-10-31 04:00:00.000000,,,-0.0499585324979546,,-0.045262056365778,-0.0499585324979546,-0.0499585324979545
2023-10-31 13:09:40.203909,-0.017126275326785,,,,,,
2023-10-31 15:34:40.112396,,,,-0.0477601867950929,,,
2023-11-01 04:00:00.000000,,,-0.0407354934129806,,-0.0359934237099857,-0.0407354934129806,-0.0407354934129804
2023-11-01 13:09:40.203909,-0.022880648284925,,,,,,
2023-11-01 15:34:40.112396,,,,-0.0520575233223148,,,
2023-11-02 04:00:00.000000,,,-0.030296504894018,,-0.0255028306431162,-0.030296504894018,-0.0302965048940179
2023-11-02 13:09:40.203909,-0.028393645800832,,,,,,
2023-11-02 15:34:40.112396,,,,-0.0473801835735386,,,
2023-11-03 04:00:00.000000,,,-0.0290706881574468,,-0.0242709541510054,-0.0290706881574468,-0.029070688157447
2023-11-03 13:09:40.203909,-0.0313695335946444,,,,,,
2023-11-03 15:34:40.112396,,,,-0.038048693893146,,,
2023-11-06 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-06 13:09:40.203909,-0.0274494115825237,,,,,,
2023-11-06 15:34:40.112396,,,,-0.0293589326361952,,,
2023-11-07 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-07 13:09:40.203909,-0.0320478597749555,,,,,,
2023-11-07 15:34:40.112396,,,,-0.0321756767270831,,,
2023-11-08 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-08 13:09:40.203909,-0.0388508333278198,,,,,,
2023-11-08 15:34:40.112396,,,,-0.0419292502174016,,,
2023-11-09 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-09 13:09:40.203909,-0.0500696660333198,,,,,,
2023-11-09 15:34:40.112396,,,,-0.0343349637382803,,,
2023-11-10 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-10 13:09:40.203909,-0.0573661207999133,,,,,,
2023-11-10 15:34:40.112396,,,,-0.0242804607330013,,,
2023-11-13 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-13 13:09:40.203909,-0.0486942692249052,,,,,,
2023-11-13 15:34:40.112396,,,,-0.0117881048309173,,,
2023-11-14 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-14 13:09:40.203909,-0.0472480796130497,,,,,,
2023-11-14 15:34:40.112396,,,,-0.016986956662963,,,
2023-11-15 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-15 13:09:40.203909,-0.0519802908134201,,,,,,
2023-11-15 15:34:40.112396,,,,-0.0082603805100014,,,
2023-11-16 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-16 13:09:40.203909,-0.0596321899818537,,,,,,
2023-11-16 15:34:40.112396,,,,-0.0041092908744593,,,
2023-11-17 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-17 13:09:40.203909,-0.0572508231802304,,,,,,
2023-11-17 15:34:40.112396,,,,-0.0262173641190661,,,
2023-11-20 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-20 13:09:40.203909,-0.0494013325592709,,,,,,
2023-11-20 15:34:40.112396,,,,-0.0338351562897032,,,
2023-11-21 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-21 13:09:40.203909,-0.0408792188604111,,,,,,
2023-11-21 15:34:40.112396,,,,-0.0384676728706437,,,
2023-11-22 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-22 13:09:40.203909,-0.0377988070327147,,,,,,
2023-11-22 15:34:40.112396,,,,-0.0394345768664429,,,
2023-11-23 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-23 13:09:40.203909,-0.04715829170811,,,,,,
2023-11-23 15:34:40.112396,,,,-0.0380864086322676,,,
2023-11-24 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
2023-11-24 13:09:40.203909,-0.0494157398771635,,,,,,
2023-11-24 15:34:40.112396,,,,-0.0376361299535876,,,
2023-11-27 04:00:00.000000,,,-0.0290706881574468,,,-0.0290706881574468,-0.029070688157447
